,Edits,Name,date,url,category
3,126,Genetic drift,2003-05,https://en.wikipedia.org/wiki/Genetic%20drift,"['Population genetics', 'Evolutionary biology', 'Genetic genealogy']"
4,126,History of China,2003-05,https://en.wikipedia.org/wiki/History%20of%20China,['History of China']
0,187,Main Page,2003-06,https://en.wikipedia.org/wiki/Main%20Page,['no category']
1,180,Monkeypox,2003-06,https://en.wikipedia.org/wiki/Monkeypox,"['Monkeypox', 'Animal viral diseases', 'Poxviruses', 'Virus-related cutaneous conditions']"
2,130,Martha Stewart,2003-06,https://en.wikipedia.org/wiki/Martha%20Stewart,"['1941 births', '20th-century American businesspeople', '20th-century American journalists', '20th-century American non-fiction writers', '20th-century American women writers', '21st-century American businesspeople', '21st-century American journalists', '21st-century American non-fiction writers', '21st-century American women writers', 'American bloggers', 'American book publishers (people)', 'American business writers', 'American businesspeople convicted of crimes', 'American businesspeople in retailing', 'American chairpersons of corporations', 'American chief executives in the media industry', 'American chief executives of food industry companies', 'American chief operating officers', 'American cookbook writers', 'American female models', 'American interior designers', 'American magazine editors', 'American magazine founders', 'American magazine publishers (people)', 'American marketing businesspeople', 'American media company founders', 'American media executives', 'American people convicted of fraud', 'American people of Polish descent', 'American reality television producers', 'American retail chief executives', 'American television hosts', 'American women bloggers', 'American women chief executives', 'American women company founders', 'American company founders', 'American women journalists', 'American women non-fiction writers', 'American women television presenters', 'Barnard College alumni', 'Businesspeople from Connecticut', 'Businesspeople from Jersey City, New Jersey', 'Businesspeople from New York (state)', 'Daytime Emmy Award winners', 'Living people', 'Marketing women', 'Nutley High School alumni', 'Participants in American reality television series', 'People convicted of making false statements', 'People from Katonah, New York', 'People from Nutley, New Jersey', 'People from Westport, Connecticut', 'Stewart family', 'Television producers from New York (state)', 'Television producers from New York City', 'Women business writers', 'Women cookbook writers', 'Women corporate directors', 'Women food writers', 'Women in publishing', 'Women magazine editors', 'American women television producers', 'Writers from Jersey City, New Jersey', 'Writers from New York City', '20th-century American businesswomen', '21st-century American businesswomen', 'People named in the Paradise Papers', 'Television producers from New Jersey', 'Television producers from Connecticut']"
3,107,Black–Scholes model,2003-06,https://en.wikipedia.org/wiki/Black%E2%80%93Scholes%20model,"['Equations', 'Financial models', 'Finance theories', 'Options (finance)', 'Stochastic models', 'Stock market', '1973 in economics', 'Non-Newtonian calculus']"
4,96,Scientific method,2003-06,https://en.wikipedia.org/wiki/Scientific%20method,"['Scientific method', 'Scientific revolution', 'Philosophy of science', 'Empiricism']"
0,236,Ley line,2003-07,https://en.wikipedia.org/wiki/Ley%20line,"['Ley lines', 'Enochian magic', 'Pseudoscience', 'Psychogeography', 'UFO-related phenomena']"
1,236,Main Page,2003-07,https://en.wikipedia.org/wiki/Main%20Page,['no category']
2,124,New Imperialism,2003-07,https://en.wikipedia.org/wiki/New%20Imperialism,"['New Imperialism', '19th century', 'European colonisation in Africa']"
3,118,Plasma cosmology,2003-07,https://en.wikipedia.org/wiki/Plasma%20cosmology,"['Physical cosmology', 'Space plasmas', 'Fringe physics']"
4,112,DMOZ,2003-07,https://en.wikipedia.org/wiki/DMOZ,"['Netscape', 'DMOZ', '1998 establishments in the United States', 'AOL', 'Collaboration', 'Internet properties established in 1998', 'Mozilla', 'Open content projects', 'Internet properties disestablished in 2017', 'Multilingual websites', 'Web directories']"
0,713,Timeline of computer and video games,2003-08,https://en.wikipedia.org/wiki/Timeline%20of%20computer%20and%20video%20games,"['History of video games', 'History of computing']"
1,371,Northeast blackout of 2003,2003-08,https://en.wikipedia.org/wiki/Northeast%20blackout%20of%202003,"['2003 disasters in Canada', '2003 disasters in the United States', '2003 in Connecticut', '2003 in economics', '2003 in Massachusetts', '2003 in Michigan', '2003 in New Jersey', '2003 in New York (state)', '2003 in Ohio', '2003 in Ontario', '2003 in Pennsylvania', 'August 2003 events in North America', 'FirstEnergy', 'History of the Northeastern United States', 'Power outages in the United States', 'Power outages', 'Software bugs']"
2,319,Nikola Tesla,2003-08,https://en.wikipedia.org/wiki/Nikola%20Tesla,"['Nikola Tesla', '1856 births', '1943 deaths', '19th-century American engineers', '20th-century American engineers', '19th-century Serbian people', '20th-century Serbian people', 'American electrical engineers', 'American eugenicists', 'American futurologists', 'American humanists', 'American inventors', 'American mechanical engineers', 'Austro-Hungarian emigrants to the United States', 'Austro-Hungarian engineers', 'Austro-Hungarian inventors', 'Serbian emigrants to the United States', 'Serbian scientists', 'Serbian engineers', 'Serbian inventors', 'Habsburg Serbs', 'Austro-Hungarian Serbs', 'Deaths from coronary thrombosis', 'Eccentrics', 'Fellow Members of the IEEE', 'Fellows of the American Association for the Advancement of Science', 'Grand Crosses of the Order of St. Sava', 'Grand Crosses of the Order of the White Lion', 'Graz University of Technology alumni', 'Great Officers of the Order of St. Sava', 'IEEE Edison Medal recipients', 'Members of the Serbian Academy of Sciences and Arts', 'Members of The Lambs Club', 'Mental calculators', 'Naturalized citizens of the United States', 'People associated with electricity', 'People from Colorado Springs, Colorado', 'People from Gospić', 'People from Karlovac', 'People from Manhattan', 'People of the Military Frontier', 'Radio pioneers', 'Recipients of the Order of the Yugoslav Crown', 'Serbs of Croatia', 'Wireless energy transfer']"
3,209,Main Page,2003-08,https://en.wikipedia.org/wiki/Main%20Page,['no category']
4,197,Carmen Sandiego (character),2003-08,https://en.wikipedia.org/wiki/Carmen%20Sandiego%20(character),"['Animated human characters', 'Carmen Sandiego', 'Female characters in animation', 'Female characters in video games', 'Female video game villains', 'Fictional business executives', 'Fictional characters from San Francisco', 'Fictional con artists', 'Fictional crime bosses', 'Fictional criminals in video games', 'Fictional criminologists', 'Fictional female detectives', 'Fictional female secret agents and spies', 'Fictional gentleman detectives', 'Fictional gentleman thieves', 'Fictional Hispanic and Latino American people in video games', 'Fictional professional thieves', 'Fictional secret agents and spies in video games', 'Orphan characters in video games', 'Time travelers', 'Video game characters introduced in 1985', 'Video game mascots', 'Fictional polyglots']"
0,210,Main Page,2003-09,https://en.wikipedia.org/wiki/Main%20Page,['no category']
1,164,British National Party,2003-09,https://en.wikipedia.org/wiki/British%20National%20Party,"['British National Party', 'Antisemitism in the United Kingdom', 'National Front (UK) breakaway groups', 'Eurosceptic parties in the United Kingdom', 'Holocaust denial in the United Kingdom', 'Political parties established in 1982', '1982 establishments in the United Kingdom', '1982 in British politics', 'British nationalism', 'Nationalist parties in the United Kingdom', 'White nationalist parties', 'Right-wing populism in the United Kingdom', 'White nationalism in the United Kingdom', 'Anti-Islam sentiment in the United Kingdom', 'Anti-austerity political parties in the United Kingdom', 'Organizations that oppose LGBT rights', 'Fascist parties in the United Kingdom', 'Fascism in the United Kingdom', 'Right-wing populist parties', 'Far-right political parties in the United Kingdom', 'Organisations that oppose LGBT rights in the United Kingdom']"
2,140,Houston,2003-09,https://en.wikipedia.org/wiki/Houston,"['Houston', '1836 establishments in the Republic of Texas', 'Capitals of former nations', 'Cities in Fort Bend County, Texas', 'Cities in Harris County, Texas', 'Cities in Montgomery County, Texas', 'Cities in Texas', 'County seats in Texas', 'Populated coastal places in Texas', 'Populated places established in 1836', 'Port cities and towns in Texas', 'Sam Houston', 'Romani communities']"
3,116,List of assassinated people,2003-09,https://en.wikipedia.org/wiki/List%20of%20assassinated%20people,"['Lists of assassinations', 'Lists of victims of crimes']"
4,105,Adolf Hitler,2003-09,https://en.wikipedia.org/wiki/Adolf%20Hitler,"['Adolf Hitler', '1889 births', '1945 deaths', '1945 suicides', '20th-century Chancellors of Germany', '20th-century German male writers', '20th-century German non-fiction writers', '20th-century presidents of Germany', 'Anti-Americanism', 'Anti-black racism in Germany', 'Anti-Polish sentiment', 'Anti-Russian sentiment', 'Antisemitism in Germany', 'Anti-Serbian sentiment', 'Antiziganism', 'Austrian emigrants to Germany', 'Austrian people of World War I', 'Authoritarianism', 'Chancellors of Germany', 'Critics of Marxism', 'Far-right politics in Germany', 'Fascist rulers', 'Former Roman Catholics', 'German anti-communists', 'German casualties of World War I', 'German conspiracy theorists', 'German military leaders of World War II', 'German people of Austrian descent', 'German people of World War II', 'German political writers', 'German politicians who committed suicide', 'German revolutionaries', 'German white supremacists', 'German Workers Party members', 'Heads of state who committed suicide', 'Hitler family', 'The Holocaust in Germany', 'Holocaust perpetrators', 'Jewish German history', 'Joint suicides by Nazis', 'Leaders of political parties in Germany', 'Members of the Reichstag of Nazi Germany', 'Members of the Reichstag of the Weimar Republic', 'Military personnel of Bavaria', 'Naturalized citizens of Germany', 'Nazi eugenics', 'Nazi Party officials', 'Nazi Party politicians', 'Nazis who committed suicide in Germany', 'Nazis who participated in the Beer Hall Putsch', 'People convicted of treason against Germany', 'People from Braunau am Inn', 'Politicide perpetrators', 'Racial antisemitism', 'Recipients of German pardons', 'Recipients of the Iron Cross (1914), 1st class', 'Recipients of the Iron Cross (1914), 2nd class', 'Romani genocide perpetrators', 'Suicides by firearm in Germany', 'Time Person of the Year', 'World War II political leaders']"
0,305,Jesus,2003-10,https://en.wikipedia.org/wiki/Jesus,"['0s BC births', '30s deaths', '1st-century apocalypticists', '1st-century BCE Jews', '1st-century BC Romans', '1st-century executions', '1st-century rabbis', '1st-century Romans', 'Angelic visionaries', 'Carpenters', 'Creator gods', 'Deified people', 'Exorcists', 'Faith healers', 'Founders of religions', 'God in Christianity', 'Jesus', 'Jewish messiah claimants', 'Judean people', 'Life-death-rebirth gods', 'Messianism', 'Names of God', 'People considered avatars by their followers', 'People executed by crucifixion', 'People executed by the Roman Empire', 'People from Bethlehem', 'People from Nazareth', 'Prophets of the New Testament', 'Prophets in the Druze faith', 'Publicly executed people', 'Rabbis of the Land of Israel', 'Savior gods', 'Self-declared messiahs', 'Simple living advocates', 'Torture victims', 'Wonderworkers']"
1,225,Main Page,2003-10,https://en.wikipedia.org/wiki/Main%20Page,['no category']
2,210,The Sun (Hong Kong),2003-10,https://en.wikipedia.org/wiki/The%20Sun%20(Hong%20Kong),"['Chinese-language newspapers published in Hong Kong', 'Publications established in 1999', 'Publications disestablished in 2016', 'Defunct newspapers published in Hong Kong']"
3,207,Mother Teresa,2003-10,https://en.wikipedia.org/wiki/Mother%20Teresa,"['Mother Teresa', '1910 births', '1997 deaths', 'People from Skopje', '20th-century Albanian women', '20th-century Indian Roman Catholic nuns', 'Albanian people of Kosovan descent', 'Albanian Roman Catholic saints', 'Albanians in North Macedonia', 'Beatifications by Pope John Paul II', 'Canonizations by Pope Francis', 'Christian female saints of the Late Modern era', 'Congressional Gold Medal recipients', 'Deified people', 'Female Roman Catholic missionaries', 'Founders of Catholic religious communities', 'Honorary Companions of the Order of Australia', 'Honorary members of the Order of Merit', 'Indian Nobel laureates', 'Indian pacifists', 'Indian people of Albanian descent', 'Indian Roman Catholic saints', 'Indian women philanthropists', 'Indian philanthropists', 'Social workers', 'Nobel Peace Prize laureates', 'People from Darjeeling', 'People from Kolkata', 'People with acquired Indian citizenship', 'Presidential Medal of Freedom recipients', 'Ramon Magsaysay Award winners', 'Recipients of the Bharat Ratna', 'Recipients of the Padma Shri in social work', 'Regional Hindu goddesses', 'Roman Catholic missionaries in India', 'Superiors general', 'Templeton Prize laureates', 'Venerated Catholics by Pope John Paul II', 'Women humanitarians', 'Women Nobel laureates', 'Yugoslav emigrants to India', 'Social workers from West Bengal', 'Albanian Roman Catholic religious sisters and nuns']"
